1,-32.666666666666664
2,-3.4812636631828773
3,-8.256315611621883
4,-9.431963185641196
5,-9.045832605411823
6,-13.560030411617756
7,-3.1784103054962136
8,-17.418725518312133
9,-17.393255172847436
10,-11.83067557214907
11,-5.925267635491402
12,-2.576910020948325
13,-9.125796766371852
14,-20.483805744401735
15,-1.8373829462095168
16,-14.023148382864273
17,-15.27466895131607
18,-10.131309626858883
19,9.496005408824608
20,-20.500027083202898
21,-4.92976850538221
22,-0.23481789875775858
23,-7.146948717797917
24,-17.43797652681696
25,-1.612651933467649
26,-6.363666413931874
27,-8.86809178163155
28,-0.34049821282623866
29,-5.294281151967466
30,-0.6052679750144369
31,-3.784840557272903
32,5.354005638420482
33,-8.032156436239157
34,-0.8239522806026368
35,-0.7803674225547284
36,-2.6680659377169373
37,-2.419214662052822
38,-17.450107009702183
39,-6.149441466063548
40,-10.935818478497922
41,2.2495371364326218
42,-3.314832220956377
43,7.174715166305037
44,-6.156817679195918
45,-2.5064768394932453
46,-4.370524410632064
47,-6.43156384435076
48,-6.666230232667772
49,8.717927719856366
50,9.87356604410233
51,-9.156553668592064
52,-4.501136600232019
53,13.069304509901501
54,-6.213375539797816
55,-1.692052052918643
56,-7.985318502959738
57,-9.973559670636565
58,-7.767866571258378
59,-5.653045447539825
60,-5.052949080525457
61,-7.726741309840538
62,-5.933248528268927
63,-9.181735924819932
64,-3.2005245000390685
65,-2.8170472690968644
66,12.037466072877931
67,-4.975697235130667
68,-3.435650694844279
69,-10.887973006833114
70,12.325625552369196
71,-5.392841853659277
72,-5.429134838175421
73,0.30419199606094033
74,-7.732871144642445
75,-13.594893673379003
76,-4.351111718734213
77,0.41360208687098593
78,8.998287591845108
79,-2.4308252783469175
80,-14.618755415702319
81,-3.7321412933709173
82,-7.667367002220874
83,-3.586715473843422
84,-4.307501359910509
85,-3.438818276530329
86,-10.571012756686955
87,-2.527428733850257
88,-20.470334620808362
89,-17.404250725346202
90,-5.757183240376704
91,1.2098629854802134
92,-3.4305837994598924
93,-2.7266375927108877
94,-10.839135289290942
95,-5.753671813656599
96,-4.3761062350767475
97,-6.013078696412623
98,-3.3929942784368747
99,-10.571555346466884
100,-6.218206536613069
101,-4.4173124055001685
102,10.418426151487669
103,-6.854119685900616
104,-8.670876684384977
105,-0.4762122570320775
106,-3.878802219837376
107,-1.4354721210175494
108,-9.01497528454377
109,-10.632365818109658
110,-10.311763438626551
111,-10.545311382906377
112,-4.970005824243209
113,12.617647612775391
114,-6.963705187950232
115,-9.069571162197946
116,-7.428053730961282
117,-3.424186332688044
118,-8.054774771301274
119,-0.2281984068537159
120,-6.907930492969749
121,-4.048303303021958
122,13.440040576574926
123,-7.993448377290474
124,12.234406668823928
125,8.929120944478377
126,-1.2892258050479162
127,7.540355315292163
128,-6.710848955350258
129,-8.948102590854273
130,1.402727142345085
131,-6.079041558256855
132,-1.2917122217508925
133,-7.800208773262058
134,8.111807661160212
135,-9.266892576632857
136,-6.147041344320026
137,10.586005397317116
138,12.914697933368785
139,10.451335899696614
140,-2.4568094238773384
141,-6.037196929477888
142,11.685998712417648
143,-3.0254524026723515
144,-2.9495632260708575
145,-2.5641756997351814
146,-0.9365864687011802
147,-2.2831198019545025
148,9.608238891498141
149,-10.483201635342715
150,-5.756702128287944
151,-3.1665702935862603
152,-5.8941866060296
153,-7.744903213535339
154,-2.5583479746393394
155,-20.449900455558517
156,-17.407884457115543
157,-14.61608120564175
158,-2.0430196164098016
159,-8.604242971870788
160,-4.092232446500554
161,-5.126709428908634
162,-7.875332604595215
163,-20.496506799082947
164,-4.578937759149643
165,-6.409698688791269
166,8.691285864286005
167,-1.3871831802080097
168,9.656672952532961
169,-8.753830238306849
170,-6.53612073415788
171,-9.175980515734295
172,-8.327417599312
173,-8.938322293340622
174,-4.761015559837063
175,-10.62362641933918
176,-3.9678704001879184
177,-14.016315998918541
178,11.606380032317842
179,8.27560141377318
180,9.488785317881325
181,-7.007208622936008
182,-7.679659373242262
183,9.166470091078489
184,-7.430654710794957
185,-6.269971670014148
186,12.139471671122438
187,-3.138336533888471
188,-3.6825513989816216
189,-8.90262275464765
190,-4.58036589658367
191,3.4033359755762422
192,-1.296249047620195
193,-2.7962595020475236
194,-1.2660904997573867
195,-2.5670700914489157
196,9.027552773607828
197,-7.597818512192247
